UL,UF,UQA,UTS,URB,URN,URF,URC,USC,RL,RR,RPN,RS,SA,SS,SRN,SUN,label
0.666666667,0.79956133,0,0,0.015151515,0.182724252,0.000199762,0.036818181,1.00E-08,0.013351204,1.055460443,0,0.032355052,0.917171717,0.925236364,0.205479452,0.202739726,0
0.6,0.805803948,0,0,0.015151515,0.186046512,0.000190549,0.036160714,0.017857153,0.012586823,1.13049269,0,0.03178638,0.913299663,0.928569697,0.288169365,0.285180573,0
0.644444445,0.798549013,0,0,0.015151515,0.182724252,0.000197467,0.036818181,1.00E-08,0.018390736,1.013348061,0,0.030780354,0.934511785,0.938763636,0.282191781,0.279202989,0
0.511111111,0.996288173,1,0.627575277,0.007575758,0.272425249,0.002726064,0.012347561,1.00E-08,0.008711877,0.742629131,0,0.037878102,0.817524842,0.822325203,0.068660207,0.068660207,1
0.555555556,0.800573646,0,0,0.015151515,0.176079734,0.000270452,0.038207547,1.00E-08,0.012814901,1.084467077,0,0.035907626,0.918937806,0.928352201,0.308089946,0.306797622,0
0.622222222,0.798886452,0,0,0.015151515,0.182724252,0.000237004,0.036818181,1.00E-08,0.011064693,1.060139596,0,0.043549212,0.928282828,0.944593939,0.276463263,0.272478207,0
0.577777778,0.801417243,0,0,0.015151515,0.172757475,0.000211258,0.038942307,1.00E-08,0.016550808,1.006484876,0,0.042323257,0.925747863,0.935615385,0.233930453,0.232349842,0
0.688888889,0.801417243,0,0,0.015151515,0.19269103,0.000215877,0.034913793,1.00E-08,0.013643437,1.317544165,0,0.037251773,0.922733078,0.932724138,0.238545111,0.236183278,0
0.777777778,0.801585963,0,0,0.015151515,0.172757475,0.000184827,0.038942307,1.00E-08,0.013973498,1.005352907,0,0.030954601,0.920405983,0.9405,0.301106428,0.296364594,0
0.644444445,0.797030538,0,0,0.015151515,0.176079734,0.000344765,0.038207547,1.00E-08,0.013499903,0.944348373,0,0.038563083,0.914744934,0.930327044,0.272938744,0.268803308,0
0.6,0.799898768,0,0,0.015151515,0.199335548,0.000211912,0.03375,1.00E-08,0.014905965,0.97130411,0,0.04106941,0.914274691,0.940466667,0.256164384,0.2543379,0
0.377777778,0.18896575,0.99238965,0,0.46969697,0.365448505,0.001037893,0.570681812,1.00E-08,0.012992588,0.872575204,0,0.020927405,0.82516835,0.818139394,0.068368618,0.068368618,1
0.644444445,0.797536696,0,0,0.015151515,0.179401993,0.00018775,0.0375,0.018518528,0.014969744,0.996712441,0,0.033430899,0.906533892,0.927232704,0.316877746,0.31377617,0
0.622222222,0.798211574,0,0,0.015151515,0.189368771,0.000236491,0.035526315,1.00E-08,0.011593578,1.075056041,0,0.043819218,0.91788499,0.921836257,0.313145878,0.310982937,0
0.8,0.798042855,0,0,0.007575758,0.172757475,0.000195595,0.019471154,1.00E-08,0.011580245,1.005352907,0,0.038116026,0.926816239,0.930653846,0.295574289,0.293993678,0
0.555555556,0.800573646,0,0,0.015151515,0.169435216,0.000253137,0.039705882,0.039215696,0.016882461,1.219409476,0,0.033880733,0.915910809,0.934816327,0.218898518,0.216662007,0
0.6,0.799223891,0,0,0.015151515,0.172757475,0.000186868,0.038942307,1.00E-08,0.015279215,1.062478224,0,0.042441879,0.926282051,0.926166667,0.264752371,0.262644889,0
0.711111111,0.797874135,0,0,0.015151515,0.172757475,0.000211699,0.038942307,1.00E-08,0.013423015,0.90100048,0,0.034808615,0.92289886,0.934666667,0.320337197,0.317175975,0
0.6,0.802935718,0,0,0.007575758,0.176079734,0.00022406,0.019103773,1.00E-08,0.017278921,0.939492647,0,0.040391148,0.914220825,0.941496855,0.274231067,0.272938744,0
0.666666667,0.800573646,0,0,0.015151515,0.182724252,0.000282503,0.036818181,0.018181828,0.012843445,1.154120918,0,0.04215901,0.917009602,0.935148148,0.245814307,0.242770167,0
0.644444445,0.802092121,0,0,0.015151515,0.179401993,0.000205893,0.0375,1.00E-08,0.013232397,1.281291876,0,0.040590097,0.910836763,0.93482716,0.252663623,0.249873161,0
0.688888889,0.799898768,0,0,0.007575758,0.169435216,0.000226642,0.019852941,1.00E-08,0.014725201,1.020596645,0,0.030611633,0.920297749,0.941320261,0.290357239,0.287134032,0
0.644444445,0.800404927,0,0,0.015151515,0.176079734,0.000191962,0.038207547,1.00E-08,0.013359389,1.113601429,0,0.032911705,0.923305381,0.932,0.295683639,0.292065133,0
0.555555556,0.798717732,0,0,0.015151515,0.169435216,0.000196662,0.039705882,1.00E-08,0.019863377,1.182502803,0,0.041611412,0.925018155,0.930352941,0.325006715,0.321783508,0
0.622222222,0.799898768,0,0,0.015151515,0.179401993,0.000218701,0.0375,1.00E-08,0.026263314,1.245345529,0,0.054598652,0.91100823,0.91982716,0.260273973,0.256215119,0
0.644444445,0.801248524,0,0,0.015151515,0.172757475,0.000200816,0.038942307,1.00E-08,0.017360863,1.110837302,0,0.046128169,0.929487179,0.939192308,0.273972603,0.272391992,0
0.666666667,0.799223891,0,0,0.015151515,0.172757475,0.000178493,0.038942307,0.019230779,0.017021848,0.971841143,0,0.032817136,0.914669572,0.925228758,0.265108783,0.262959979,0
0.644444445,0.798042855,0,0,0.015151515,0.182724252,0.000331293,0.036818181,1.00E-08,0.016082542,1.216418391,0,0.046797612,0.918181818,0.931430303,0.319551681,0.316313823,0
0.777777778,0.801923401,0,0,0.015151515,0.199335548,0.000161193,0.03375,1.00E-08,0.014001246,1.074610551,0,0.037120208,0.920679012,0.920966667,0.271689498,0.268949772,0
0.577777778,0.79956133,0,0,0.015151515,0.179401993,0.000191849,0.0375,1.00E-08,0.01578697,0.931081222,0,0.046970461,0.928326475,0.941123457,0.276509386,0.274733638,0
0.6,0.799898768,0,0,0.015151515,0.176079734,0.000204981,0.038207547,1.00E-08,0.01747981,1.011217916,0,0.038056789,0.924790356,0.931006289,0.31325924,0.310157663,0
0.666666667,0.800742365,0,0,0.015151515,0.169435216,0.000208061,0.039705882,1.00E-08,0.013950594,0.972443515,0,0.039048894,0.921387073,0.929620915,0.287134032,0.279344615,0
0.777777778,0.799730049,0,0,0.015151515,0.196013289,0.000402917,0.034322034,0.016949162,0.014250634,1.029889617,0,0.044410118,0.912356322,0.93354023,0.270429854,0.267359471,0
0.622222222,0.79939261,0,0,0.015151515,0.196013289,0.000255509,0.034322034,1.00E-08,0.015064675,1.038613463,0,0.035970387,0.90960452,0.925186441,0.294172278,0.291618296,0
0.6,0.802092121,0,0,0.015151515,0.176079734,0.000195682,0.038207547,1.00E-08,0.01306684,1.123312879,0,0.03576206,0.921820405,0.919597484,0.244507625,0.241922978,0
0.622222222,0.800404927,0,0,0.015151515,0.205980066,0.000307345,0.03266129,1.00E-08,0.014146885,1.053347674,0,0.042384178,0.930406213,0.94072043,0.299823243,0.297613787,0
0.644444445,0.800236207,0,0,0.015151515,0.179401993,0.000204199,0.0375,1.00E-08,0.015793436,1.019451419,0,0.055947496,0.915809328,0.923814815,0.202181634,0.200913242,0
0.6,0.800236207,0,0,0.015151515,0.179401993,0.000379384,0.0375,1.00E-08,0.014018917,1.139002158,0,0.049573349,0.915037723,0.935382716,0.280568239,0.279046169,0
0.644444445,0.801079804,0,0,0.015151515,0.182724252,0.000289742,0.036818181,1.00E-08,0.012383285,0.987413591,0,0.037946308,0.927104377,0.941793939,0.277957659,0.275217933,0
0.577777778,0.798717732,0,0,0.007575758,0.172757475,0.000213703,0.019471154,1.00E-08,0.015506901,1.010302011,0,0.034894448,0.923967236,0.922935897,0.293730242,0.291622761,0
0.6,0.801417243,0,0,0.015151515,0.202657807,0.000222589,0.033196721,1.00E-08,0.012503419,1.093516729,0,0.049619692,0.908925319,0.924196721,0.243206827,0.240736582,0
0.733333333,0.800742365,0,0,0.015151515,0.179401993,0.000241071,0.0375,1.00E-08,0.012825127,1.125794789,0,0.040356657,0.913237311,0.929864198,0.328513445,0.325215627,0
0.644444445,0.797705416,0,0,0.022727273,0.179401993,0.000218815,0.056249999,0.037037047,0.012963039,1.250111333,0,0.041303604,0.915776353,0.929551282,0.352739726,0.348788198,1
0.666666667,0.798886452,0,0,0.015151515,0.176079734,0.000169628,0.038207547,0.018867934,0.012814901,0.921180357,0,0.037743986,0.909277066,0.924179487,0.301633298,0.29768177,0
0.6,0.800911085,5.00E-10,0,0.007575758,0.182724252,0.00020788,0.018409091,1.00E-08,0.013220032,0.972305905,0,0.038576464,0.903451178,0.939042424,0.303860523,0.300622665,0
0.666666667,0.801585963,5.00E-10,0,0.022727273,0.215946844,0.000237074,0.046730769,1.00E-08,0.014993458,0.969550862,0,0.034973054,0.91965812,0.930225641,0.252265543,0.251001054,0
0.6,0.799223891,0,0,0.015151515,0.182724252,0.000169971,0.036818181,1.00E-08,0.013032797,0.941692281,0,0.034918862,0.905555556,0.944012121,0.346450809,0.342714819,0
0.644444445,0.800067488,0,0,0.007575758,0.186046512,0.000196541,0.018080357,1.00E-08,0.017130656,1.257458324,0,0.04074886,0.92526455,0.932416667,0.252690802,0.25,0
0.6,0.800742365,0,0,0.015151515,0.212624585,0.000237869,0.031640625,1.00E-08,0.013316619,0.944948481,0,0.043553233,0.903356481,0.92884375,0.304152397,0.300299658,0
0.577777778,0.800067488,0,0,0.015151515,0.202657807,0.000259424,0.033196721,1.00E-08,0.01792379,1.053257555,0,0.048281562,0.927064359,0.92979235,0.229508197,0.22726252,0
0.577777778,0.796186941,0,0,0.015151515,0.172757475,0.000198558,0.038942307,0.038461548,0.014417128,1.044945744,0,0.041886726,0.916851852,0.929613333,0.330136986,0.326575342,1
0.666666667,0.801417243,0,0,0.015151515,0.172757475,0.000269934,0.038942307,1.00E-08,0.014596708,1.020200221,0,0.050409738,0.919159544,0.935961538,0.271601686,0.268967334,0
0.688888889,0.801079804,0,0,0.015151515,0.172757475,0.000245468,0.038942307,1.00E-08,0.01038138,1.025149325,0,0.034401435,0.911680912,0.940076923,0.273972603,0.27081138,0
0.577777778,0.801079804,0,0,0.015151515,0.179401993,0.00019881,0.0375,1.00E-08,0.011994968,1.042190397,0,0.04329154,0.930384088,0.939679012,0.338914257,0.33536276,0
0.644444445,0.798717732,0,0,0.007575758,0.172757475,0.000192901,0.019471154,1.00E-08,0.011379969,1.03886467,0,0.044186123,0.928774929,0.93874359,0.312697576,0.309009484,0
0.555555556,0.800911085,0,0,0.015151515,0.169435216,0.000196275,0.039705882,0.019607853,0.011403748,1.124257381,0,0.047850478,0.933703704,0.93428,0.266575342,0.264383562,1
0.622222222,0.798717732,0,0,0.022727273,0.169435216,0.000188565,0.059558823,0.039215696,0.014277437,1.020596645,0,0.040092965,0.919501134,0.942380952,0.304445066,0.301928991,1
0.555555556,0.801754682,0,0,0.015151515,0.189368771,0.000214402,0.035526315,1.00E-08,0.015304403,1.101113203,0,0.042110641,0.929499675,0.944619883,0.291276136,0.287671233,0
0.733333333,0.801754682,0,0,0.015151515,0.186046512,0.000203583,0.036160714,1.00E-08,0.015440808,1.068256558,0,0.046339203,0.920056217,0.938857143,0.320205479,0.318248532,0
0.666666667,0.798211574,0,0,0.015151515,0.182724252,0.000273164,0.036818181,0.018181828,0.017289528,0.992092744,0,0.037274911,0.922153635,0.928506173,0.29578894,0.293505835,0
0.666666667,0.801585963,0,0,0.022727273,0.202657807,0.000232924,0.049795081,0.032786895,0.011419439,1.061695373,0,0.035628876,0.928201507,0.92880226,0.302298584,0.299048061,1
0.688888889,0.800067488,0,0,0.022727273,0.19269103,0.000222995,0.052370689,1.00E-08,0.010873818,1.07376167,0,0.034146102,0.926564496,0.938298851,0.318375059,0.315304676,0
0.644444445,0.800573646,0,0,0.015151515,0.169435216,0.000186186,0.039705882,1.00E-08,0.019265023,0.991473934,0,0.034489177,0.915305011,0.927647059,0.331184529,0.328498523,0
0.6,0.797199258,0,0,0.015151515,0.179401993,0.00019124,0.0375,0.018518528,0.013068089,0.913108049,0,0.039617104,0.898148148,0.918805031,0.260273973,0.256913931,0
0.666666667,0.799223891,0,0,0.015151515,0.169435216,0.000269215,0.039705882,0.019607853,0.011872052,1.09282634,0,0.039230952,0.917222222,0.934413333,0.234246575,0.231780822,0
0.6,0.800067488,0,0,0.022727273,0.176079734,0.000269572,0.05731132,1.00E-08,0.01254046,1.174504636,0,0.042540835,0.915269043,0.934918239,0.307573016,0.305505299,0
0.622222222,0.801079804,0,0,0.015151515,0.176079734,0.000187783,0.038207547,1.00E-08,0.012285785,1.080721963,0,0.037822275,0.921296296,0.922754717,0.250193849,0.248384596,0
0.555555556,0.799730049,0,0,0.015151515,0.202657807,0.000213514,0.033196721,0.016393452,0.01509438,1.13895977,0,0.043539762,0.916820988,0.936333333,0.305251142,0.301826484,0
0.644444445,0.800236207,0,0,0.015151515,0.179401993,0.00016936,0.0375,1.00E-08,0.015865626,1.033748832,0,0.055947852,0.924382716,0.937160494,0.284373415,0.280568239,0
0.622222222,0.800573646,0,0,0.015151515,0.176079734,0.000188296,0.038207547,1.00E-08,0.014098178,1.075866237,0,0.040377784,0.922431866,0.938062893,0.28586198,0.283535797,0
0.6,0.799223891,0,0,0.007575758,0.172757475,0.000193914,0.019471154,0.019230779,0.013015749,0.995454697,0,0.037185564,0.926833696,0.914405229,0.274778405,0.271017996,0
0.555555556,0.798211574,0,0,0.015151515,0.186046512,0.000223785,0.036160714,1.00E-08,0.016203395,0.893232724,0,0.038527406,0.918650794,0.912940476,0.320205479,0.316780822,0
0.555555556,0.798211574,0,0,0.015151515,0.196013289,0.000239448,0.034322034,0.016949162,0.018016128,1.03425154,0,0.030685145,0.922972542,0.925804598,0.311525744,0.307510628,0
0.733333333,0.80226084,0,0,0.007575758,0.169435216,0.000302994,0.019852941,1.00E-08,0.014210131,1.097872486,0,0.039463517,0.911401598,0.92924183,0.257050766,0.25463336,0
0.733333333,0.800067488,0.142857143,0,0.015151515,0.176079734,0.00027367,0.038207547,1.00E-08,0.016178424,0.930891808,0,0.045060581,0.910290007,0.940955975,0.277332644,0.273455673,1
0.6,0.798886452,0,0,0.015151515,0.176079734,0.000339395,0.038207547,1.00E-08,0.01301579,1.123312879,0,0.043425086,0.921733054,0.928754717,0.293357457,0.289738951,0
0.711111111,0.801248524,0,0,0.015151515,0.179401993,0.000196862,0.0375,0.018518528,0.018251581,0.977649223,0,0.038424541,0.919112509,0.935522013,0.247092272,0.245283019,0
0.755555556,0.798886452,0,0,0.007575758,0.169435216,0.000191926,0.019852941,1.00E-08,0.012317534,0.991473934,0,0.041019185,0.921023965,0.932248366,0.315337094,0.312919688,0
0.622222222,0.801417243,0,0,0.015151515,0.209302326,0.000260417,0.032142857,1.00E-08,0.013221625,1.145868397,0,0.036568758,0.905937684,0.941925926,0.222657099,0.220700152,0
0.577777778,0.80226084,0,0,0.015151515,0.182724252,0.000204906,0.036818181,1.00E-08,0.012413432,1.104790681,0,0.034727222,0.927104377,0.931915152,0.330759651,0.327521793,0
0.644444445,0.801754682,0,0,0.015151515,0.169435216,0.000187677,0.039705882,1.00E-08,0.014546665,1.049719356,0,0.055304972,0.931372549,0.931437908,0.296266452,0.292774644,0
0.622222222,0.795680783,0,0,0.015151515,0.19269103,0.000213336,0.034913793,0.017241389,0.0142433,1.029390387,0,0.046924755,0.920159194,0.931239766,0.279740447,0.276856525,0
0.644444445,0.798211574,0,0,0.015151515,0.199335548,0.000218735,0.03375,1.00E-08,0.013476649,1.167011401,0,0.038961944,0.925617284,0.9403,0.268493151,0.264383562,0
0.711111111,0.801417243,0,0,0.015151515,0.182724252,0.000204127,0.036818181,0.018181828,0.013650045,1.082465138,0,0.047314926,0.922668038,0.92662963,0.317351598,0.312785388,0
0.755555556,0.802092121,0,0,0.015151515,0.199335548,0.000198876,0.03375,1.00E-08,0.019334504,1.190784665,0,0.035363677,0.913271605,0.935088889,0.24543379,0.243835616,0
0.6,0.798380294,0,0,0.015151515,0.179401993,0.000190807,0.0375,0.018518528,0.020985549,1.019451419,0,0.038359356,0.919461915,0.938867925,0.259240114,0.256397002,0
0.666666667,0.797874135,0,0,0.015151515,0.19269103,0.000233329,0.034913793,0.017241389,0.013105258,0.99148597,0,0.035105967,0.931124107,0.935918129,0.295361692,0.292237443,0
0.666666667,0.79939261,0,0,0.015151515,0.179401993,0.000204595,0.0375,1.00E-08,0.014016761,1.106731571,0,0.032668164,0.918209877,0.932555556,0.264079148,0.261796043,0
0.622222222,0.800742365,0,0,0.015151515,0.169435216,0.000195889,0.039705882,1.00E-08,0.014644201,1.039627064,0,0.033894,0.926833696,0.936862745,0.321514907,0.318828901,0
0.755555556,0.799898768,0,0,0.022727273,0.182724252,0.000231762,0.055227272,1.00E-08,0.016508843,1.294893776,0,0.029639671,0.916750842,0.916969697,0.35641345,0.35267746,0
0.755555556,0.795512063,0,0,0.015151515,0.176079734,0.000204981,0.038207547,0.018867934,0.013616261,0.983194175,0,0.037954252,0.921652422,0.937230769,0.266069547,0.263435195,0
0.622222222,0.795680783,0,0,0.015151515,0.172757475,0.000248319,0.038942307,1.00E-08,0.015140476,1.058661089,0,0.034759495,0.924679487,0.934564103,0.276343519,0.274236038,0
0.422222222,0.938586131,1,0.438985737,0.234848485,0.720930233,0.004789018,0.144642856,0.01843319,0.006596502,2.116110532,0.001843318,0.039242835,0.877869066,0.892031299,0.112483118,0.111968615,0
0.6,0.80226084,0,0,0.015151515,0.169435216,0.000174295,0.039705882,0.019607853,0.014896892,0.967397369,0,0.036280688,0.905185185,0.93936,0.26109589,0.25890411,0
0.644444445,0.797367977,0,0,0.015151515,0.172757475,0.000192718,0.038942307,1.00E-08,0.01462188,1.083406612,0,0.04120465,0.901086182,0.926064103,0.247365648,0.245258166,0
0.622222222,0.800404927,0,0,0.007575758,0.172757475,0.000223829,0.019471154,1.00E-08,0.013534345,1.120735511,0,0.052188935,0.92619302,0.942012821,0.276343519,0.273972603,0
0.644444445,0.796018222,0,0,0.015151515,0.176079734,0.000166491,0.038207547,1.00E-08,0.01976314,0.977227839,0,0.044176196,0.918064291,0.934377358,0.266735591,0.265184802,0
0.644444445,0.800236207,0,0,0.015151515,0.169435216,0.000249335,0.039705882,1.00E-08,0.011763104,1.1432878,0,0.047688942,0.915486565,0.933751634,0.302444265,0.300295461,0
0.6,0.801754682,0,0,0.007575758,0.182724252,0.000243725,0.018409091,1.00E-08,0.014613733,0.976985058,0,0.042029465,0.923400673,0.935830303,0.278953923,0.277210461,0
0.622222222,0.799223891,0,0,0.03030303,0.176079734,0.000198401,0.076415094,1.00E-08,0.013443921,0.954059823,0,0.035076355,0.921558351,0.927698113,0.266735591,0.264409408,0
0.577777778,0.800404927,0,0,0.015151515,0.172757475,0.000226323,0.038942307,1.00E-08,0.014735448,0.923482066,0.001923077,0.042747046,0.921474359,0.936435897,0.253688093,0.252634352,0
0.6,0.794668466,0,0,0.022727273,0.196013289,0.000243882,0.05148305,1.00E-08,0.015910766,1.097685046,0,0.034631707,0.914940364,0.922723164,0.303227304,0.300673322,0
0.577777778,0.800742365,0,0,0.015151515,0.189368771,0.000245216,0.035526315,0.035087729,0.013434948,0.948252527,0,0.037098639,0.92483165,0.933563636,0.337484433,0.334246575,0
0.644444445,0.797199258,0,0,0.015151515,0.172757475,0.000208869,0.038942307,1.00E-08,0.01358245,1.03009843,0,0.036162723,0.922720798,0.93424359,0.315595364,0.313224447,0
0.622222222,0.798380294,0,0,0.007575758,0.179401993,0.000205994,0.01875,1.00E-08,0.013775954,1.019451419,0,0.038702874,0.929526749,0.939777778,0.265093861,0.264332826,0
0.622222222,0.800067488,0,0,0.015151515,0.169435216,0.000197344,0.039705882,1.00E-08,0.012143562,0.97128935,0,0.037510381,0.931554103,0.928562092,0.319903304,0.317485898,0
0.622222222,0.799898768,0,0,0.015151515,0.172757475,0.000164941,0.038942307,1.00E-08,0.01489936,1.211372593,0,0.045167144,0.920049858,0.919294872,0.262644889,0.260273973,0
0.644444445,0.80226084,0,0,0.015151515,0.186046512,0.00025086,0.036160714,1.00E-08,0.015206522,1.032542895,0,0.038955575,0.933366402,0.929178571,0.326076321,0.324853229,0
0.6,0.800404927,0,0,0.022727273,0.219269103,0.00022399,0.046022727,0.015151525,0.014472511,1.00811304,0,0.0378567,0.917592593,0.940112821,0.295468915,0.292096944,0
0.6,0.798886452,0,0,0.007575758,0.176079734,0.0001909,0.019103773,1.00E-08,0.014671756,0.901757456,0,0.037172111,0.907756813,0.933220126,0.279400362,0.277332644,0
0.622222222,0.798717732,0.05882353,0,0.015151515,0.186046512,0.000270898,0.036160714,1.00E-08,0.015827297,1.012058277,0,0.031669264,0.910714286,0.927107143,0.303571429,0.300146771,0
0.6,0.797705416,0,0,0.015151515,0.169435216,0.000225616,0.039705882,1.00E-08,0.015799267,0.981381642,0.001960784,0.039259921,0.919389978,0.932078431,0.302712866,0.300564061,0
0.644444445,0.796018222,0,0,0.015151515,0.176079734,0.000186767,0.038207547,1.00E-08,0.013993342,1.16964891,0,0.038193663,0.908805031,0.931924528,0.288446627,0.286120445,0
0.666666667,0.798717732,0,0,0.022727273,0.199335548,0.000212104,0.050624999,0.033333343,0.017086779,1.01419635,0,0.038886582,0.929837165,0.928022989,0.318847426,0.316013226,1
0.6,0.798211574,0,0,0.022727273,0.169435216,0.000184376,0.059558823,1.00E-08,0.013730415,0.99652008,0,0.034502264,0.912490922,0.93745098,0.280150416,0.27719581,0
0.666666667,0.797199258,0,0,0.015151515,0.176079734,0.000170677,0.038207547,0.018867934,0.018120351,1.024674481,0,0.039395218,0.909722222,0.933564103,0.271074816,0.268440464,0
0.622222222,0.795005905,0,0,0.015151515,0.176079734,0.000293245,0.038207547,1.00E-08,0.015203068,1.085577688,0,0.047489572,0.920073375,0.939849057,0.329284053,0.32256397,0
0.622222222,0.799223891,0,0,0.015151515,0.169435216,0.000189552,0.039705882,1.00E-08,0.015648677,1.001566226,0,0.040002668,0.919299201,0.919189542,0.30459307,0.300564061,0
0.577777778,0.798380294,0,0,0.007575758,0.169435216,0.000283384,0.019852941,1.00E-08,0.016499721,0.947212785,0,0.035234623,0.922294844,0.929647059,0.294117647,0.291700242,0
0.666666667,0.798042855,0,0,0.015151515,0.186046512,0.000250429,0.036160714,1.00E-08,0.020650086,1.182486514,0,0.045024184,0.91468254,0.924952381,0.273238748,0.268835616,0
0.644444445,0.801248524,0,0,0.015151515,0.189368771,0.000209165,0.035526315,1.00E-08,0.016554266,1.038936259,0,0.046800733,0.930311891,0.931461988,0.349915886,0.346070656,0
0.755555556,0.798886452,0,0,0.015151515,0.186046512,0.000213832,0.036160714,1.00E-08,0.011902161,1.059065364,0,0.03677059,0.902116402,0.912357143,0.291340509,0.286448141,0
0.666666667,0.801079804,0,0,0.015151515,0.182724252,0.000261367,0.036818181,1.00E-08,0.017620633,0.924045892,0,0.037540005,0.926767677,0.93129697,0.275466999,0.272976339,0
0.688888889,0.798211574,0,0,0.015151515,0.196013289,0.000347877,0.034322034,1.00E-08,0.0209094,1.016803849,0,0.045610558,0.922865662,0.940067797,0.265149756,0.262363594,0
0.622222222,0.799223891,0,0,0.007575758,0.196013289,0.000207536,0.017161017,0.033898315,0.0168032,1.013439594,0,0.039663784,0.920402859,0.934690058,0.23912521,0.236962269,0
0.622222222,0.798380294,0,0,0.022727273,0.169435216,0.000223716,0.059558823,1.00E-08,0.009703382,0.938274658,0,0.047198129,0.925653595,0.934653595,0.293311845,0.289551437,0
0.6,0.799730049,0,0,0.015151515,0.199335548,0.000252016,0.03375,1.00E-08,0.014914201,1.084170039,0,0.035724164,0.918441358,0.936777778,0.308447489,0.305479452,0
0.6,0.801585963,0,0,0.015151515,0.19269103,0.000209199,0.034913793,0.017241389,0.015864843,1.094932443,0,0.037233781,0.91374269,0.940619883,0.262436914,0.259793319,0
0.666666667,0.799223891,0,0,0.015151515,0.179401993,0.000186341,0.0375,1.00E-08,0.016790058,1.005154005,0,0.042618672,0.926097394,0.937135802,0.243023846,0.242009132,0
0.688888889,0.798380294,0,0,0.015151515,0.212624585,0.000238663,0.031640625,0.01562501,0.012900716,1.065925155,0,0.040834575,0.915343915,0.926719577,0.321374212,0.316808002,0
0.733333333,0.803779315,0,0,0.015151515,0.169435216,0.00023959,0.039705882,0.019607853,0.011804746,1.030688937,0,0.037470799,0.911851852,0.916506667,0.335342466,0.33260274,0
0.6,0.79956133,0,0,0.007575758,0.176079734,0.000152285,0.019103773,1.00E-08,0.021115577,1.130803108,0,0.029667188,0.918937806,0.928,0.261824761,0.259498578,0
0.777777778,0.799898768,0,0,0.007575758,0.172757475,0.000207694,0.019471154,1.00E-08,0.01563445,1.053711984,0,0.03256039,0.913995726,0.941064103,0.295574289,0.291359326,0
0.533333333,0.797199258,0,0,0.015151515,0.186046512,0.000198593,0.036160714,0.035714295,0.013383176,1.026896183,0,0.046249856,0.929955418,0.937,0.302891933,0.300608828,0
0.6,0.797705416,0,0,0.015151515,0.169435216,0.000204852,0.039705882,1.00E-08,0.016636617,1.024488626,0,0.036644438,0.910130719,0.914954248,0.275047005,0.270749396,0
0.4,0.770035431,0,0,0.015151515,0.172757475,0.000205177,0.038942307,1.00E-08,0.012247084,0.977922217,0,0.034722685,0.911680912,0.936705128,0.340885142,0.338777661,0
0.533333333,0.796355661,0.166666667,0,0.015151515,0.179401993,0.000217911,0.0375,1.00E-08,0.018106672,0.968117614,0,0.039228144,0.909293553,0.929604938,0.236935566,0.235413496,1
0.666666667,0.798886452,0,0,0.015151515,0.169435216,0.000180779,0.039705882,1.00E-08,0.014057259,1.064857794,0,0.034723902,0.931735657,0.933960784,0.23636852,0.234219715,0
0.666666667,0.797536696,0,0,0.015151515,0.172757475,0.000222725,0.038942307,1.00E-08,0.014310275,0.92843117,0,0.035727047,0.919871795,0.935128205,0.227344573,0.224973656,0
0.666666667,0.798886452,0,0,0.015151515,0.169435216,0.000111482,0.039705882,1.00E-08,0.015416527,1.186394784,0,0.042182011,0.910675381,0.928418301,0.303518668,0.299489659,0
0.6,0.804454193,0,0,0.015151515,0.179401993,0.000316961,0.0375,1.00E-08,0.01220938,0.958586005,0,0.037150136,0.910836763,0.932135802,0.327498732,0.32470827,0
0.622222222,0.798549013,0,0,0.015151515,0.212624585,0.000178571,0.031640625,1.00E-08,0.012277547,0.941847058,0,0.038205136,0.926359954,0.933395833,0.334332192,0.331763699,0
0.533333333,0.800236207,0,0,0.015151515,0.186046512,0.000243868,0.036160714,1.00E-08,0.014678221,1.453357915,0,0.0353509,0.919146825,0.933988095,0.313356164,0.311154599,0
0.577777778,0.798042855,0,0,0.015151515,0.176079734,0.000207863,0.038207547,1.00E-08,0.015658632,1.048953108,0,0.038444848,0.924353599,0.938880503,0.326440941,0.323597829,0
0.644444445,0.80242956,0,0,0.015151515,0.179401993,0.000193787,0.0375,0.018518528,0.020586901,1.061253615,0,0.041512388,0.921383648,0.933610063,0.36365986,0.358749031,0
0.644444445,0.796693099,0,0,0.015151515,0.169435216,0.000180861,0.039705882,1.00E-08,0.012078537,1.039627064,0,0.038038527,0.914669572,0.938379085,0.270212194,0.268869192,0
0.555555556,0.797874135,0,0,0.015151515,0.176079734,0.000248388,0.038207547,1.00E-08,0.014254605,1.100144864,0,0.036000182,0.92208246,0.943132075,0.250710778,0.24915999,0
0.755555556,0.800067488,0,0,0.015151515,0.179401993,0.00022007,0.0375,1.00E-08,0.021708502,1.023127179,0,0.036862666,0.925240055,0.932753086,0.317605277,0.314814815,0
0.666666667,0.800573646,0,0,0.015151515,0.189368771,0.000199871,0.035526315,1.00E-08,0.029457176,1.128203039,0,0.049428505,0.901559454,0.928421053,0.268925739,0.266041817,0
0.644444445,0.803441876,0,0,0.015151515,0.172757475,0.000190014,0.038942307,0.019230779,0.016496537,1.097121957,0,0.044601811,0.927196805,0.934535948,0.247918345,0.246306742,0
